date,hour,demand
2021-04-28,11,67
2021-04-28,12,73
2021-04-28,13,71
2021-04-28,14,71
2021-04-28,15,71
2021-04-28,16,77
2021-04-28,17,80
2021-04-28,18,84
2021-04-28,19,86
2021-04-28,20,77
2021-04-28,21,76
2021-04-28,22,70
2021-04-28,23,65
2021-04-29,2,59
2021-04-29,6,56
2021-04-29,7,69
2021-04-29,8,74
2021-04-29,9,78
2021-04-29,10,77
2021-04-29,11,78
2021-04-29,12,84
2021-04-29,13,83
2021-04-29,14,82
2021-04-29,15,82
2021-04-29,16,87
2021-04-29,17,90
2021-04-29,18,94
2021-04-29,19,96
2021-04-29,20,88
2021-04-29,21,86
2021-04-29,22,81
2021-04-29,23,65
2021-04-30,0,52
2021-04-30,1,54
2021-04-30,2,58
2021-04-30,4,55
2021-04-30,5,54
2021-04-30,6,58
2021-04-30,7,70
2021-04-30,8,75
2021-04-30,9,80
2021-04-30,10,82
2021-04-30,11,89
2021-04-30,12,98
2021-04-30,13,98
2021-04-30,14,97
2021-04-30,15,102
2021-04-30,16,104
2021-04-30,17,104
2021-04-30,18,104
2021-04-30,19,102
2021-04-30,20,95
2021-04-30,21,94
2021-04-30,22,89
2021-04-30,23,73
2021-05-01,0,51
2021-05-01,1,47
2021-05-01,2,53
2021-05-01,3,54
2021-05-01,6,56
2021-05-01,7,62
2021-05-01,8,73
2021-05-01,9,88
2021-05-01,10,96
2021-05-01,11,112
2021-05-01,12,124
2021-05-01,13,131
2021-05-01,14,130
2021-05-01,15,131
2021-05-01,16,127
2021-05-01,17,122
2021-05-01,18,115
2021-05-01,19,102
2021-05-01,20,93
2021-05-01,21,91
2021-05-01,22,88
2021-05-01,23,79
2021-05-02,0,65
2021-05-02,1,61
2021-05-02,2,63
2021-05-02,3,63
2021-05-02,4,62
2021-05-02,5,59
2021-05-02,6,59
2021-05-02,7,63
2021-05-02,8,74
2021-05-02,9,84
2021-05-02,10,90
2021-05-02,11,106
2021-05-02,12,117
2021-05-02,13,123
2021-05-02,14,122
2021-05-02,15,123
2021-05-02,16,118
2021-05-02,17,113
2021-05-02,18,106
2021-05-02,19,93
2021-05-02,20,85
2021-05-02,21,83
2021-05-02,22,74
2021-05-02,23,66
2021-05-03,0,48
2021-05-03,1,43
2021-05-03,2,44
2021-05-03,3,45
2021-05-03,5,47
2021-05-03,6,52
2021-05-03,7,60
2021-05-03,8,70
2021-05-03,9,75
2021-05-03,10,69
2021-05-03,11,68
2021-05-03,12,74
2021-05-03,13,74
2021-05-03,14,72
2021-05-03,15,70
2021-05-03,16,72
2021-05-03,17,75
2021-05-03,18,72
2021-05-03,19,66
2021-05-03,20,59
2021-05-03,21,56
2021-05-03,23,44
2021-05-04,1,43
2021-05-04,5,47
2021-05-04,6,53
2021-05-04,7,60
2021-05-04,8,70
2021-05-04,9,74
2021-05-04,10,71
2021-05-04,11,70
2021-05-04,12,75
2021-05-04,13,74
2021-05-04,14,74
2021-05-04,15,73
2021-05-04,16,77
2021-05-04,17,80
2021-05-04,18,78
2021-05-04,19,71
2021-05-04,20,64
2021-05-04,21,63
2021-05-04,22,55
2021-05-04,23,52
2021-05-05,0,46
2021-05-05,1,42
2021-05-05,5,44
2021-05-05,6,49
2021-05-05,7,57
2021-05-05,8,66
2021-05-05,9,71
2021-05-05,10,68
2021-05-05,11,67
2021-05-05,12,71
2021-05-05,13,71
2021-05-05,14,70
2021-05-05,15,71
2021-05-05,16,75
2021-05-05,17,78
2021-05-05,18,76
2021-05-05,19,70
2021-05-05,20,63
2021-05-05,21,63
2021-05-05,22,55
2021-05-05,23,47
2021-05-06,0,50
2021-05-06,2,47
2021-05-06,5,47
2021-05-06,6,51
2021-05-06,7,59
2021-05-06,8,69
2021-05-06,9,73
2021-05-06,10,71
2021-05-06,11,73
2021-05-06,12,78
2021-05-06,13,78
2021-05-06,14,78
2021-05-06,15,78
2021-05-06,16,81
2021-05-06,17,84
2021-05-06,18,82
2021-05-06,19,76
2021-05-06,20,69
2021-05-06,21,68
2021-05-06,22,62
2021-05-06,23,56
2021-05-07,0,51
2021-05-07,1,47
2021-05-07,2,48
2021-05-07,3,46
2021-05-07,5,47
2021-05-07,6,51
2021-05-07,7,58
2021-05-07,8,67
2021-05-07,9,73
2021-05-07,10,75
2021-05-07,11,82
2021-05-07,12,91
2021-05-07,13,92
2021-05-07,14,91
2021-05-07,15,92
2021-05-07,16,94
2021-05-07,17,94
2021-05-07,18,89
2021-05-07,19,79
2021-05-07,20,73
2021-05-07,21,73
2021-05-07,22,67
2021-05-07,23,61
2021-05-08,0,57
2021-05-08,1,54
2021-05-08,2,54
2021-05-08,3,51
2021-05-08,4,50
2021-05-08,5,50
2021-05-08,6,55
2021-05-08,7,58
2021-05-08,8,66
2021-05-08,9,80
2021-05-08,10,88
2021-05-08,11,103
2021-05-08,12,114
2021-05-08,13,121
2021-05-08,14,121
2021-05-08,15,124
2021-05-08,16,121
2021-05-08,17,116
2021-05-08,18,110
2021-05-08,19,97
2021-05-08,20,87
2021-05-08,21,85
2021-05-08,22,76
2021-05-08,23,69
2021-05-09,0,59
2021-05-09,1,55
2021-05-09,2,55
2021-05-09,3,52
2021-05-09,6,53
2021-05-09,8,63
2021-05-09,9,73
2021-05-09,10,79
2021-05-09,11,94
2021-05-09,12,105
2021-05-09,13,111
2021-05-09,14,111
2021-05-09,15,114
2021-05-09,16,110
2021-05-09,17,105
2021-05-09,18,99
2021-05-09,19,86
2021-05-09,20,77
2021-05-09,21,75
2021-05-09,22,67
2021-05-09,23,60
2021-05-10,0,55
2021-05-10,1,51
2021-05-10,5,46
2021-05-10,6,52
2021-05-10,7,60
2021-05-10,8,70
2021-05-10,9,75
2021-05-10,10,72
2021-05-10,11,70
2021-05-10,12,77
2021-05-10,13,76
2021-05-10,14,74
2021-05-10,15,74
2021-05-10,16,77
2021-05-10,17,80
2021-05-10,18,77
2021-05-10,19,71
2021-05-10,20,64
2021-05-10,21,60
2021-05-10,22,54
2021-05-10,23,48
2021-05-11,0,60
2021-05-11,2,55
2021-05-11,3,55
2021-05-11,5,51
2021-05-11,6,54
2021-05-11,7,62
2021-05-11,8,71
2021-05-11,9,76
2021-05-11,10,73
2021-05-11,11,71
2021-05-11,12,75
2021-05-11,13,74
2021-05-11,14,74
2021-05-11,15,74
2021-05-11,16,78
2021-05-11,17,81
2021-05-11,18,79
2021-05-11,19,72
2021-05-11,20,64
2021-05-11,21,63
2021-05-11,22,57
2021-05-11,23,51
2021-05-12,0,54
2021-05-12,5,49
2021-05-12,6,52
2021-05-12,7,60
2021-05-12,8,69
2021-05-12,9,74
2021-05-12,10,72
2021-05-12,11,70
2021-05-12,12,74
2021-05-12,13,73
2021-05-12,14,73
2021-05-12,15,74
2021-05-12,16,78
2021-05-12,17,82
2021-05-12,18,80
2021-05-12,19,73
2021-05-12,20,65
2021-05-12,21,65
2021-05-12,22,59
2021-05-12,23,52
2021-05-13,0,46
2021-05-13,1,46
2021-05-13,5,42
2021-05-13,6,45
2021-05-13,7,55
2021-05-13,8,62
2021-05-13,9,67
2021-05-13,10,69
2021-05-13,11,70
2021-05-13,12,76
2021-05-13,13,75
2021-05-13,14,75
2021-05-13,15,76
2021-05-13,16,79
2021-05-13,17,82
2021-05-13,18,80
2021-05-13,19,73
2021-05-13,20,63
2021-05-13,21,63
2021-05-13,22,57
2021-05-13,23,51
2021-05-14,0,54
2021-05-14,1,54
2021-05-14,2,54
2021-05-14,3,53
2021-05-14,5,49
2021-05-14,6,53
2021-05-14,7,62
2021-05-14,8,68
2021-05-14,9,74
2021-05-14,10,77
2021-05-14,11,84
2021-05-14,12,92
2021-05-14,13,92
2021-05-14,14,92
2021-05-14,15,93
2021-05-14,16,94
2021-05-14,17,94
2021-05-14,18,89
2021-05-14,19,77
2021-05-14,20,71
2021-05-14,21,71
2021-05-14,22,65
2021-05-14,23,58
2021-05-15,0,56
2021-05-15,1,57
2021-05-15,2,57
2021-05-15,5,49
2021-05-15,7,58
2021-05-15,8,64
2021-05-15,9,77
2021-05-15,10,86
2021-05-15,11,101
2021-05-15,12,111
2021-05-15,13,118
2021-05-15,14,118
2021-05-15,15,118
2021-05-15,16,114
2021-05-15,17,107
2021-05-15,18,100
2021-05-15,19,86
2021-05-15,20,76
2021-05-15,21,74
2021-05-15,22,66
2021-05-15,23,58
2021-05-16,0,59
2021-05-16,1,60
2021-05-16,2,60
2021-05-16,3,56
2021-05-16,4,50
2021-05-16,6,52
2021-05-16,7,57
2021-05-16,8,62
2021-05-16,9,72
2021-05-16,10,79
2021-05-16,11,93
2021-05-16,12,103
2021-05-16,13,109
2021-05-16,14,109
2021-05-16,15,110
2021-05-16,16,104
2021-05-16,17,98
2021-05-16,18,90
2021-05-16,19,76
2021-05-16,20,68
2021-05-16,21,65
2021-05-16,22,58
2021-05-16,23,56
2021-05-17,4,51
2021-05-17,5,51
2021-05-17,6,55
2021-05-17,7,65
2021-05-17,8,72
2021-05-17,9,77
2021-05-17,10,75
2021-05-17,11,73
2021-05-17,12,79
2021-05-17,13,78
2021-05-17,14,77
2021-05-17,15,75
2021-05-17,16,77
2021-05-17,17,81
2021-05-17,18,78
2021-05-17,19,71
2021-05-17,20,63
2021-05-17,21,59
2021-05-17,22,53
2021-05-17,23,50
2021-05-18,0,54
2021-05-18,1,51
2021-05-18,2,51
2021-05-18,5,47
2021-05-18,6,51
2021-05-18,7,63
2021-05-18,8,69
2021-05-18,9,73
2021-05-18,10,72
2021-05-18,11,69
2021-05-18,12,74
2021-05-18,13,72
2021-05-18,14,72
2021-05-18,15,70
2021-05-18,16,73
2021-05-18,17,77
2021-05-18,18,77
2021-05-18,19,70
2021-05-18,20,63
2021-05-18,21,62
2021-05-18,22,56
2021-05-18,23,53
2021-05-19,0,57
2021-05-19,5,48
2021-05-19,6,51
2021-05-19,7,63
2021-05-19,8,69
2021-05-19,9,73
2021-05-19,10,73
2021-05-19,11,70
2021-05-19,12,74
2021-05-19,13,73
2021-05-19,14,73
2021-05-19,15,72
2021-05-19,16,76
2021-05-19,17,79
2021-05-19,18,80
2021-05-19,19,74
2021-05-19,20,67
2021-05-19,21,66
2021-05-19,22,60
2021-05-19,23,57
2021-05-20,0,56
2021-05-20,1,52
2021-05-20,3,49
2021-05-20,5,45
2021-05-20,6,49
2021-05-20,7,60
2021-05-20,8,66
2021-05-20,9,70
2021-05-20,10,71
2021-05-20,11,72
2021-05-20,12,77
2021-05-20,13,76
2021-05-20,14,76
2021-05-20,15,74
2021-05-20,16,77
2021-05-20,17,80
2021-05-20,18,81
2021-05-20,19,75
2021-05-20,20,67
2021-05-20,21,67
2021-05-20,22,61
2021-05-20,23,59
2021-05-21,0,57
2021-05-21,1,53
2021-05-21,2,52
2021-05-21,5,47
2021-05-21,6,50
2021-05-21,7,60
2021-05-21,8,66
2021-05-21,9,71
2021-05-21,10,76
2021-05-21,11,83
2021-05-21,12,91
2021-05-21,13,91
2021-05-21,14,91
2021-05-21,15,89
2021-05-21,16,90
2021-05-21,17,90
2021-05-21,18,87
2021-05-21,19,76
2021-05-21,20,71
2021-05-21,21,70
2021-05-21,22,65
2021-05-21,23,63
2021-05-22,0,64
2021-05-22,1,61
2021-05-22,2,60
2021-05-22,4,52
2021-05-22,5,52
2021-05-22,6,54
2021-05-22,7,62
2021-05-22,8,66
2021-05-22,9,79
2021-05-22,10,91
2021-05-22,11,104
2021-05-22,12,115
2021-05-22,13,121
2021-05-22,14,121
2021-05-22,15,120
2021-05-22,16,115
2021-05-22,17,109
2021-05-22,18,105
2021-05-22,19,91
2021-05-22,20,81
2021-05-22,21,81
2021-05-22,22,73
2021-05-22,23,70
2021-05-23,0,67
2021-05-23,1,63
2021-05-23,2,62
2021-05-23,3,57
2021-05-23,5,52
2021-05-23,6,54
2021-05-23,7,61
2021-05-23,8,65
2021-05-23,9,74
2021-05-23,10,84
2021-05-23,11,98
2021-05-23,12,107
2021-05-23,13,113
2021-05-23,14,112
2021-05-23,15,112
2021-05-23,16,105
2021-05-23,17,99
2021-05-23,18,95
2021-05-23,19,81
2021-05-23,20,72
2021-05-23,21,72
2021-05-23,22,65
2021-05-23,23,64
2021-05-24,0,74
2021-05-24,1,61
2021-05-24,3,57
2021-05-24,4,53
2021-05-24,5,54
2021-05-24,6,57
2021-05-24,8,76
2021-05-24,9,80
2021-05-24,10,80
2021-05-24,11,78
2021-05-24,12,84
2021-05-24,13,83
2021-05-24,14,81
2021-05-24,15,79
2021-05-24,16,81
2021-05-24,17,84
2021-05-24,18,84
2021-05-24,19,77
2021-05-24,20,69
2021-05-24,21,69
2021-05-24,22,64
2021-05-24,23,61
2021-05-25,0,64
2021-05-25,5,48
2021-05-25,6,53
2021-05-25,7,65
2021-05-25,8,71
2021-05-25,9,75
2021-05-25,10,76
2021-05-25,11,73
2021-05-25,12,77
2021-05-25,13,76
2021-05-25,14,76
2021-05-25,15,74
2021-05-25,16,78
2021-05-25,17,81
2021-05-25,18,82
2021-05-25,19,75
2021-05-25,20,67
2021-05-25,21,68
2021-05-25,22,63
2021-05-25,23,60
2021-05-26,0,64
2021-05-26,1,56
2021-05-26,5,49
2021-05-26,6,53
2021-05-26,7,65
2021-05-26,8,71
2021-05-26,9,76
2021-05-26,10,76
2021-05-26,11,74
2021-05-26,12,78
2021-05-26,13,76
2021-05-26,14,77
2021-05-26,15,75
2021-05-26,16,79
2021-05-26,17,82
2021-05-26,18,83
2021-05-26,19,77
2021-05-26,20,69
2021-05-26,21,70
2021-05-26,22,65
2021-05-26,23,62
2021-05-27,0,67
2021-05-27,1,62
2021-05-27,3,58
2021-05-27,5,52
2021-05-27,6,56
2021-05-27,7,69
2021-05-27,8,75
2021-05-27,9,79
2021-05-27,10,80
2021-05-27,11,82
2021-05-27,12,88
2021-05-27,13,87
2021-05-27,14,87
2021-05-27,15,86
2021-05-27,16,89
2021-05-27,17,92
2021-05-27,18,93
2021-05-27,19,86
2021-05-27,20,78
2021-05-27,21,80
2021-05-27,22,74
2021-05-27,23,72
2021-05-28,0,58
2021-05-28,1,59
2021-05-28,2,64
2021-05-28,3,61
2021-05-28,5,56
2021-05-28,6,60
2021-05-28,7,72
2021-05-28,8,78
2021-05-28,9,83
2021-05-28,10,89
2021-05-28,11,96
2021-05-28,12,106
2021-05-28,13,106
2021-05-28,14,106
2021-05-28,15,106
2021-05-28,16,107
2021-05-28,17,107
2021-05-28,18,104
2021-05-28,19,98
2021-05-28,20,92
2021-05-28,21,94
2021-05-28,22,88
2021-05-28,23,85
2021-05-29,0,73
2021-05-29,1,78
2021-05-29,2,82
2021-05-29,3,78
2021-05-29,5,74
2021-05-29,6,77
2021-05-29,7,86
2021-05-29,8,91
2021-05-29,9,104
2021-05-29,10,116
2021-05-29,11,130
2021-05-29,12,142
2021-05-29,13,149
2021-05-29,14,149
2021-05-29,15,148
2021-05-29,16,144
2021-05-29,17,138
2021-05-29,18,134
2021-05-29,19,126
2021-05-29,20,116
2021-05-29,21,116
2021-05-29,22,108
2021-05-29,23,94
2021-05-30,0,71
2021-05-30,1,76
2021-05-30,2,81
2021-05-30,3,76
2021-05-30,4,75
2021-05-30,6,76
2021-05-30,7,85
2021-05-30,8,90
2021-05-30,9,99
2021-05-30,10,109
2021-05-30,11,124
2021-05-30,12,136
2021-05-30,13,142
2021-05-30,14,142
2021-05-30,15,147
2021-05-30,16,141
2021-05-30,17,135
2021-05-30,18,131
2021-05-30,19,122
2021-05-30,20,114
2021-05-30,21,113
2021-05-30,22,106
2021-05-30,23,98
2021-05-31,0,106
2021-05-31,1,85
2021-05-31,2,82
2021-05-31,5,77
2021-05-31,6,81
2021-05-31,7,94
2021-05-31,8,101
2021-05-31,9,105
2021-05-31,10,108
2021-05-31,11,106
2021-05-31,12,115
2021-05-31,13,113
2021-05-31,14,116
2021-05-31,15,120
2021-05-31,16,123
2021-05-31,17,127
2021-05-31,18,127
2021-05-31,19,136
2021-05-31,20,130
2021-05-31,21,132
2021-05-31,22,126
2021-05-31,23,112
2021-06-01,0,46
2021-06-01,1,42
2021-06-01,2,48
2021-06-01,5,56
2021-06-01,6,62
2021-06-01,7,73
2021-06-01,8,86
2021-06-01,9,92
2021-06-01,10,91
2021-06-01,11,98
2021-06-01,12,104
2021-06-01,13,104
2021-06-01,14,105
2021-06-01,15,106
2021-06-01,16,106
2021-06-01,17,110
2021-06-01,18,106
2021-06-01,19,100
2021-06-01,20,93
2021-06-01,21,93
2021-06-01,22,90
2021-06-01,23,85
2021-06-02,0,50
2021-06-02,2,53
2021-06-02,5,60
2021-06-02,6,63
2021-06-02,7,74
2021-06-02,8,87
2021-06-02,9,91
2021-06-02,10,91
2021-06-02,11,98
2021-06-02,12,104
2021-06-02,13,104
2021-06-02,14,105
2021-06-02,15,108
2021-06-02,16,109
2021-06-02,17,112
2021-06-02,18,109
2021-06-02,19,103
2021-06-02,20,96
2021-06-02,21,97
2021-06-02,22,89
2021-06-02,23,85
2021-06-03,0,52
2021-06-03,2,51
2021-06-03,5,53
2021-06-03,6,56
2021-06-03,7,67
2021-06-03,8,76
2021-06-03,9,81
2021-06-03,10,78
2021-06-03,11,86
2021-06-03,12,93
2021-06-03,13,93
2021-06-03,14,94
2021-06-03,15,97
2021-06-03,16,97
2021-06-03,17,100
2021-06-03,18,96
2021-06-03,19,91
2021-06-03,20,84
2021-06-03,21,84
2021-06-03,22,76
2021-06-03,23,72
2021-06-04,0,64
2021-06-04,1,61
2021-06-04,2,62
2021-06-04,4,63
2021-06-04,5,63
2021-06-04,6,66
2021-06-04,7,75
2021-06-04,8,85
2021-06-04,9,90
2021-06-04,10,95
2021-06-04,11,108
2021-06-04,12,119
2021-06-04,13,120
2021-06-04,14,121
2021-06-04,15,124
2021-06-04,16,123
2021-06-04,17,123
2021-06-04,18,117
2021-06-04,19,106
2021-06-04,20,101
2021-06-04,21,101
2021-06-04,22,93
2021-06-04,23,89
2021-06-05,0,73
2021-06-05,1,71
2021-06-05,2,71
2021-06-05,3,69
2021-06-05,5,68
2021-06-05,6,73
2021-06-05,7,79
2021-06-05,8,88
2021-06-05,9,101
2021-06-05,10,112
2021-06-05,11,132
2021-06-05,12,146
2021-06-05,13,153
2021-06-05,14,154
2021-06-05,15,157
2021-06-05,16,150
2021-06-05,17,145
2021-06-05,18,137
2021-06-05,19,124
2021-06-05,20,115
2021-06-05,21,112
2021-06-05,22,102
2021-06-05,23,93
2021-06-06,0,81
2021-06-06,1,79
2021-06-06,2,80
2021-06-06,3,76
2021-06-06,6,76
2021-06-06,8,90
2021-06-06,9,100
2021-06-06,10,109
2021-06-06,11,129
2021-06-06,12,142
2021-06-06,13,149
2021-06-06,14,149
2021-06-06,15,153
2021-06-06,16,145
2021-06-06,17,140
2021-06-06,18,133
2021-06-06,19,119
2021-06-06,20,111
2021-06-06,21,109
2021-06-06,22,100
2021-06-06,23,93
2021-06-07,0,51
2021-06-07,1,48
2021-06-07,2,48
2021-06-07,4,51
2021-06-07,5,52
2021-06-07,6,59
2021-06-07,7,70
2021-06-07,8,80
2021-06-07,9,85
2021-06-07,10,85
2021-06-07,11,90
2021-06-07,12,99
2021-06-07,13,99
2021-06-07,14,98
2021-06-07,15,99
2021-06-07,16,98
2021-06-07,17,101
2021-06-07,18,97
2021-06-07,19,91
2021-06-07,20,84
2021-06-07,21,80
2021-06-07,22,74
2021-06-07,23,68
2021-06-08,0,49
2021-06-08,1,45
2021-06-08,4,48
2021-06-08,6,57
2021-06-08,7,68
2021-06-08,8,77
2021-06-08,9,82
2021-06-08,10,82
2021-06-08,11,87
2021-06-08,12,93
2021-06-08,13,93
2021-06-08,14,94
2021-06-08,15,98
2021-06-08,16,99
2021-06-08,17,102
2021-06-08,18,99
2021-06-08,19,93
2021-06-08,20,86
2021-06-08,21,85
2021-06-08,22,78
2021-06-08,23,72
2021-06-09,0,48
2021-06-09,1,46
2021-06-09,6,54
2021-06-09,7,65
2021-06-09,8,75
2021-06-09,9,79
2021-06-09,10,79
2021-06-09,11,84
2021-06-09,12,90
2021-06-09,13,90
2021-06-09,14,91
2021-06-09,15,97
2021-06-09,16,97
2021-06-09,17,100
2021-06-09,18,97
2021-06-09,19,92
2021-06-09,20,85
2021-06-09,21,84
2021-06-09,22,78
2021-06-09,23,72
2021-06-10,0,55
2021-06-10,1,53
2021-06-10,2,53
2021-06-10,3,52
2021-06-10,5,49
2021-06-10,6,52
2021-06-10,7,63
2021-06-10,8,72
2021-06-10,9,77
2021-06-10,10,77
2021-06-10,11,84
2021-06-10,12,92
2021-06-10,13,92
2021-06-10,14,92
2021-06-10,15,98
2021-06-10,16,97
2021-06-10,17,100
2021-06-10,18,95
2021-06-10,19,90
2021-06-10,20,83
2021-06-10,21,82
2021-06-10,22,76
2021-06-10,23,70
2021-06-11,0,55
2021-06-11,1,55
2021-06-11,2,55
2021-06-11,5,49
2021-06-11,6,52
2021-06-11,7,62
2021-06-11,8,71
2021-06-11,9,77
2021-06-11,10,82
2021-06-11,11,94
2021-06-11,12,104
2021-06-11,13,104
2021-06-11,14,105
2021-06-11,15,109
2021-06-11,16,106
2021-06-11,17,106
2021-06-11,18,98
2021-06-11,19,87
2021-06-11,20,81
2021-06-11,21,81
2021-06-11,22,74
2021-06-11,23,68
2021-06-12,0,63
2021-06-12,1,65
2021-06-12,2,65
2021-06-12,3,63
2021-06-12,6,60
2021-06-12,7,67
2021-06-12,8,75
2021-06-12,9,88
2021-06-12,10,100
2021-06-12,11,120
2021-06-12,12,132
2021-06-12,13,139
2021-06-12,14,140
2021-06-12,15,143
2021-06-12,16,136
2021-06-12,17,130
2021-06-12,18,120
2021-06-12,19,106
2021-06-12,20,95
2021-06-12,21,93
2021-06-12,22,85
2021-06-12,23,77
2021-06-13,0,60
2021-06-13,1,63
2021-06-13,2,63
2021-06-13,3,59
2021-06-13,6,56
2021-06-13,7,64
2021-06-13,8,70
2021-06-13,9,80
2021-06-13,10,93
2021-06-13,11,112
2021-06-13,12,123
2021-06-13,13,129
2021-06-13,14,130
2021-06-13,15,134
2021-06-13,16,125
2021-06-13,17,119
2021-06-13,18,109
2021-06-13,19,95
2021-06-13,20,84
2021-06-13,21,82
2021-06-13,22,74
2021-06-13,23,67
2021-06-14,0,56
2021-06-14,1,54
2021-06-14,6,56
2021-06-14,7,70
2021-06-14,8,77
2021-06-14,9,82
2021-06-14,10,83
2021-06-14,11,87
2021-06-14,12,95
2021-06-14,13,94
2021-06-14,14,93
2021-06-14,15,95
2021-06-14,16,94
2021-06-14,17,97
2021-06-14,18,92
2021-06-14,19,85
2021-06-14,20,77
2021-06-14,21,73
2021-06-14,22,67
2021-06-14,23,60
2021-06-15,0,51
2021-06-15,6,52
2021-06-15,7,65
2021-06-15,8,72
2021-06-15,9,77
2021-06-15,10,78
2021-06-15,11,82
2021-06-15,12,88
2021-06-15,13,87
2021-06-15,14,87
2021-06-15,15,90
2021-06-15,16,90
2021-06-15,17,94
2021-06-15,18,89
2021-06-15,19,82
2021-06-15,20,75
2021-06-15,21,74
2021-06-15,22,67
2021-06-15,23,61
2021-06-16,0,47
2021-06-16,1,47
2021-06-16,2,47
2021-06-16,5,45
2021-06-16,6,49
2021-06-16,7,61
2021-06-16,8,68
2021-06-16,9,73
2021-06-16,10,74
2021-06-16,11,77
2021-06-16,12,83
2021-06-16,13,82
2021-06-16,14,83
2021-06-16,15,87
2021-06-16,16,87
2021-06-16,17,90
2021-06-16,18,85
2021-06-16,19,78
2021-06-16,20,72
2021-06-16,21,71
2021-06-16,22,65
2021-06-16,23,64
2021-06-17,0,47
2021-06-17,1,48
2021-06-17,3,47
2021-06-17,5,44
2021-06-17,6,47
2021-06-17,7,60
2021-06-17,8,67
2021-06-17,9,71
2021-06-17,10,73
2021-06-17,11,79
2021-06-17,12,85
2021-06-17,13,85
2021-06-17,14,86
2021-06-17,15,90
2021-06-17,16,89
2021-06-17,17,91
2021-06-17,18,86
2021-06-17,19,80
2021-06-17,20,73
2021-06-17,21,72
2021-06-17,22,66
2021-06-17,23,64
2021-06-18,0,44
2021-06-18,2,45
2021-06-18,3,44
2021-06-18,5,40
2021-06-18,6,43
2021-06-18,7,55
2021-06-18,8,61
2021-06-18,9,66
2021-06-18,10,73
2021-06-18,11,84
2021-06-18,12,92
2021-06-18,13,92
2021-06-18,14,93
2021-06-18,15,95
2021-06-18,16,91
2021-06-18,17,91
2021-06-18,18,85
2021-06-18,19,74
2021-06-18,20,69
2021-06-18,21,69
2021-06-18,22,62
2021-06-18,23,60
2021-06-19,0,55
2021-06-19,1,54
2021-06-19,2,54
2021-06-19,3,51
2021-06-19,7,57
2021-06-19,8,62
2021-06-19,9,75
2021-06-19,10,88
2021-06-19,11,106
2021-06-19,12,117
2021-06-19,13,124
2021-06-19,14,125
2021-06-19,15,126
2021-06-19,16,118
2021-06-19,17,112
2021-06-19,18,104
2021-06-19,19,90
2021-06-19,20,80
2021-06-19,21,78
2021-06-19,22,70
2021-06-19,23,66
2021-06-20,0,55
2021-06-20,1,54
2021-06-20,2,52
2021-06-20,3,48
2021-06-20,4,43
2021-06-20,6,45
2021-06-20,7,53
2021-06-20,8,57
2021-06-20,9,67
2021-06-20,10,78
2021-06-20,11,96
2021-06-20,12,106
2021-06-20,13,112
2021-06-20,14,113
2021-06-20,15,115
2021-06-20,16,105
2021-06-20,17,99
2021-06-20,18,91
2021-06-20,19,77
2021-06-20,20,69
2021-06-20,21,66
2021-06-20,22,59
2021-06-20,23,56
2021-06-21,0,61
2021-06-21,1,50
2021-06-21,2,47
2021-06-21,5,45
2021-06-21,6,49
2021-06-21,7,62
2021-06-21,8,69
2021-06-21,9,73
2021-06-21,10,76
2021-06-21,11,78
2021-06-21,12,84
2021-06-21,13,84
2021-06-21,14,83
2021-06-21,15,82
2021-06-21,16,80
2021-06-21,17,83
2021-06-21,18,81
2021-06-21,19,73
2021-06-21,20,66
2021-06-21,21,62
2021-06-21,22,56
2021-06-21,23,54
2021-06-22,1,48
2021-06-22,3,46
2021-06-22,5,45
2021-06-22,6,49
2021-06-22,7,62
2021-06-22,8,68
2021-06-22,9,72
2021-06-22,10,74
2021-06-22,11,76
2021-06-22,12,81
2021-06-22,13,80
2021-06-22,14,80
2021-06-22,15,81
2021-06-22,16,81
2021-06-22,17,84
2021-06-22,18,82
2021-06-22,19,75
2021-06-22,20,68
2021-06-22,21,68
2021-06-22,22,63
2021-06-22,23,61
2021-06-23,0,54
2021-06-23,1,48
2021-06-23,5,45
2021-06-23,6,48
2021-06-23,7,61
2021-06-23,8,67
2021-06-23,9,71
2021-06-23,10,73
2021-06-23,11,75
2021-06-23,12,80
2021-06-23,13,79
2021-06-23,14,80
2021-06-23,15,82
2021-06-23,16,81
2021-06-23,17,85
2021-06-23,18,83
2021-06-23,19,76
2021-06-23,20,69
2021-06-23,21,70
2021-06-23,22,65
2021-06-23,23,63
2021-06-24,0,53
2021-06-24,1,49
2021-06-24,3,47
2021-06-24,5,44
2021-06-24,6,47
2021-06-24,7,60
2021-06-24,8,66
2021-06-24,9,70
2021-06-24,10,73
2021-06-24,11,78
2021-06-24,12,83
2021-06-24,13,83
2021-06-24,14,84
2021-06-24,15,85
2021-06-24,16,84
2021-06-24,17,86
2021-06-24,18,84
2021-06-24,19,78
2021-06-24,20,71
2021-06-24,21,72
2021-06-24,22,67
2021-06-24,23,64
2021-06-25,0,54
2021-06-25,1,51
2021-06-25,2,50
2021-06-25,5,41
2021-06-25,6,45
2021-06-25,7,58
2021-06-25,8,64
2021-06-25,9,69
2021-06-25,10,76
2021-06-25,11,87
2021-06-25,12,95
2021-06-25,13,96
2021-06-25,14,96
2021-06-25,15,97
2021-06-25,16,94
2021-06-25,17,94
2021-06-25,18,88
2021-06-25,19,77
2021-06-25,20,71
2021-06-25,21,73
2021-06-25,22,67
